,1,2,3,4,13,33,41,61,73,97,117,127,137,142,143,145,147,148,149,150,161,162,163,164,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,187,188,598,601,602,603,604,605,606,637,646,658,690,694,700,701,702,703,704,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,742,743,800
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice
tradeDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,996.06,1021.85,17.93,1004.75,1289.23,1563.63,1050.52,604.92,1177.7,2710.96,594.55,1735.25,1167.35,1292.75,867.59,334.1,600.55,1219.59,370.56,1112.55,1321.02,1413.18,1113.02,1240.07,1409.78,1039.43,1173.7,332.71,1302.15,1503.74,786.03,,2340.39,,,,,,,,,,,,,,,306.24,309.88,282.45,310.11,308.74,318.76,246.63,274.87,316.7,355.07,,398.59,276.5,316.0,391.71,469.82,309.73,297.35,304.22,312.63,304.96,307.82,304.39,309.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.77
2013-10-13,991.84,1017.47,18.13,1010.42,1282.92,1551.52,1047.8,599.51,1176.94,2712.1,586.91,1711.81,1160.41,1285.16,861.73,333.66,601.29,1212.57,366.01,1106.58,1319.18,1410.87,1114.84,1234.67,1392.88,1044.05,1167.25,331.06,1289.91,1487.95,785.28,,2332.83,,,,,,,,,,,,,,,306.44,310.1,282.62,310.39,309.11,318.96,246.68,275.22,317.17,355.18,,398.72,276.53,316.03,391.9,469.98,309.93,297.61,304.45,312.99,305.22,308.13,304.48,310.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.79
2013-10-14,995.15,1020.91,17.05,1011.03,1292.61,1544.05,1057.83,601.47,1182.36,2727.22,589.88,1682.83,1167.87,1295.8,862.83,335.13,581.69,1217.64,367.99,1110.93,1305.51,1396.07,1084.86,1245.35,1398.22,1049.99,1172.55,331.6,1217.61,1481.48,799.35,,2361.83,,,,,,,,,,,,,,,306.39,309.77,282.99,310.38,308.63,319.4,246.58,274.8,316.4,354.93,,398.42,276.46,316.04,391.89,469.2,310.11,297.81,304.64,313.75,305.63,309.02,304.8,311.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.77
2013-10-15,995.68,1021.46,16.96,1010.71,1296.93,1542.55,1063.16,601.39,1176.17,2710.3,583.17,1677.73,1173.47,1302.95,865.79,340.19,575.96,1218.5,367.73,1110.54,1305.6,1396.21,1077.02,1251.11,1398.23,1063.7,1177.36,332.35,1216.14,1479.69,802.35,,2364.78,,,,,,,,,,,,,,,306.19,309.61,282.73,310.12,308.4,319.12,246.51,274.47,316.04,354.82,,398.27,276.44,316.06,391.82,468.88,309.61,297.59,304.28,313.19,305.26,308.62,304.49,311.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.78
2013-10-16,997.45,1023.31,16.94,1005.3,1303.93,1545.83,1068.52,602.92,1171.09,2696.58,586.08,1696.26,1176.69,1307.0,868.56,341.27,569.42,1224.19,367.64,1113.76,1309.53,1400.77,1067.85,1257.35,1401.66,1066.79,1179.78,332.29,1221.47,1482.14,807.14,,2372.84,,,,,,,,,,,,,,,306.23,309.81,282.52,309.94,308.33,318.84,246.31,274.31,316.23,355.32,,398.93,276.41,316.12,392.48,469.96,309.27,297.35,303.99,313.03,304.91,308.14,304.18,311.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.81
2013-10-17,995.16,1020.95,17.14,1002.8,1287.57,1558.15,1070.39,602.21,1168.47,2689.81,583.64,1695.48,1171.56,1296.65,873.3,342.56,576.47,1216.55,367.56,1111.24,1318.85,1411.11,1078.72,1240.62,1395.87,1091.89,1175.61,330.77,1220.23,1494.13,806.86,,2366.19,,,,,,,,,,,,,,,307.3,311.07,283.24,311.04,309.75,319.64,246.47,275.31,318.05,356.62,,400.63,276.43,316.25,393.55,473.26,310.1,297.99,304.72,313.93,305.54,308.57,304.54,312.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.84
2013-10-20,999.47,1025.38,17.28,1005.5,1299.87,1563.18,1081.43,604.94,1172.49,2697.4,589.04,1696.64,1179.27,1305.67,878.38,343.55,575.98,1224.37,369.29,1121.33,1324.25,1416.92,1081.7,1253.57,1403.06,1076.98,1183.1,335.53,1225.79,1498.65,814.39,,2382.12,,,,,,,,,,,,,,,307.98,311.75,283.91,311.94,310.77,320.44,246.47,275.75,319.13,357.14,,401.3,276.47,316.28,393.86,474.71,310.79,298.79,305.47,314.47,306.21,309.08,305.2,313.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.87
2013-10-21,1000.62,1026.57,17.16,1004.07,1303.41,1554.55,1081.75,603.88,1179.9,2718.01,590.25,1688.74,1177.83,1304.15,876.16,342.45,576.91,1223.58,368.42,1120.04,1325.25,1418.12,1085.76,1255.55,1396.5,1062.38,1181.97,337.27,1224.33,1486.87,813.64,,2372.85,,,,,,,,,,,,,,,308.0,311.65,284.1,311.94,310.51,320.7,246.35,275.46,318.7,357.17,,401.35,276.4,316.32,393.97,474.72,311.06,298.97,305.69,314.6,306.44,309.3,305.42,313.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.88
2013-10-22,1002.9,1028.94,17.4,999.43,1313.12,1570.74,1077.55,605.12,1173.74,2698.97,598.39,1724.83,1182.46,1308.27,883.69,343.77,580.69,1235.8,369.43,1129.03,1332.54,1426.28,1092.1,1264.76,1405.41,1061.88,1186.66,339.12,1249.33,1504.59,806.11,,2396.6,,,,,,,,,,,,,,,308.38,312.16,284.26,312.31,311.06,320.89,246.3,276.04,319.48,357.75,,402.16,276.22,316.35,394.52,476.27,311.3,299.27,305.96,314.84,306.65,309.41,305.72,314.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9
2013-10-23,992.6,1018.34,16.87,997.7,1293.32,1566.89,1041.53,604.64,1164.21,2675.81,596.33,1727.36,1166.67,1289.33,874.42,336.96,571.38,1223.16,368.9,1123.13,1319.38,1411.98,1075.85,1246.02,1389.17,1033.47,1170.74,333.36,1249.49,1502.31,760.46,,2360.89,,,,,,,,,,,,,,,308.28,312.21,283.93,312.1,311.02,320.51,246.33,275.74,319.21,357.88,,402.28,276.47,316.42,394.52,476.54,311.07,298.89,305.65,314.69,306.34,309.1,305.53,313.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.95
2013-10-24,991.02,1016.72,16.93,994.75,1289.1,1567.83,1036.18,603.53,1159.92,2665.55,590.9,1752.11,1165.1,1286.36,874.59,338.34,567.37,1220.35,368.88,1120.06,1321.75,1414.69,1067.74,1244.29,1384.49,1031.91,1168.81,335.15,1259.82,1504.16,754.97,,2349.38,,,,,,,,,,,,,,,308.31,312.26,283.92,312.1,311.0,320.53,246.34,275.71,319.2,358.01,,402.44,276.46,316.53,394.87,476.58,311.22,298.96,305.76,314.47,306.41,309.07,305.7,313.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.96
2013-10-27,998.89,1024.82,17.0,996.04,1289.94,1566.58,1040.31,606.02,1183.42,2728.26,587.69,1756.83,1171.12,1293.32,874.22,337.6,570.87,1222.26,370.3,1123.71,1324.11,1417.22,1073.36,1244.66,1382.92,1030.96,1174.98,334.84,1263.25,1504.78,763.82,,2360.66,,,,,,,,,,,,,,,308.59,312.56,284.16,312.47,311.44,320.84,246.26,275.84,319.79,358.22,,402.69,276.58,316.49,394.88,477.23,311.5,299.34,306.09,314.62,306.7,309.3,306.29,313.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0
2013-10-28,993.1,1018.86,16.87,995.78,1285.23,1563.07,1027.41,605.58,1176.79,2712.02,581.05,1746.33,1164.11,1285.32,869.6,335.99,569.3,1220.44,370.25,1118.8,1319.64,1412.34,1071.11,1239.45,1377.29,1026.72,1168.2,333.26,1255.29,1503.54,748.07,,2349.12,,,,,,,,,,,,,,,308.61,312.57,284.19,312.51,311.45,320.91,246.27,275.86,320.0,358.23,,402.72,276.53,316.6,394.83,477.27,311.31,299.37,306.01,314.43,306.62,309.2,306.3,313.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.04
2013-10-29,995.27,1021.11,16.68,994.03,1301.07,1566.47,1031.12,607.52,1173.91,2705.23,590.41,1754.52,1167.45,1289.75,872.21,335.07,571.67,1234.07,371.77,1120.83,1320.35,1413.25,1071.32,1254.14,1379.37,1021.59,1171.32,333.87,1262.76,1505.79,756.13,,2363.35,,,,,,,,,,,,,,,308.58,312.46,284.32,312.57,311.41,321.07,246.35,275.76,319.86,358.03,,402.47,276.46,316.57,394.67,476.8,311.42,299.3,306.03,314.6,306.63,309.21,306.31,314.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.02
2013-10-30,981.73,1007.18,16.46,990.99,1312.6,1568.27,1020.48,606.59,1136.63,2604.19,593.36,1774.1,1158.64,1283.08,865.26,327.53,565.57,1242.75,371.85,1115.55,1313.94,1406.37,1059.07,1265.31,1355.81,1004.73,1162.07,324.09,1274.46,1508.95,744.26,,2349.95,,,,,,,,,,,,,,,308.7,312.51,284.52,312.76,311.48,321.38,246.25,275.81,320.34,358.05,,402.5,276.47,316.61,394.67,476.84,311.61,299.61,306.28,314.59,306.84,309.35,306.96,314.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.03
2013-10-31,980.41,1005.8,16.53,993.94,1325.22,1577.2,1022.92,607.32,1131.13,2589.09,592.35,1791.09,1161.77,1288.19,863.72,322.61,552.86,1253.95,372.46,1111.81,1309.24,1401.04,1039.61,1277.57,1357.11,985.15,1163.92,320.0,1282.26,1518.58,753.34,,2356.2,,,,,,,,,,,,,,,308.29,312.05,284.21,312.25,310.9,320.93,246.19,275.45,319.33,357.6,,401.92,276.42,316.58,394.38,475.63,311.16,298.96,305.72,314.55,306.32,308.9,306.5,313.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.02
2013-11-03,983.36,1008.83,16.68,995.57,1326.53,1581.4,1014.96,609.09,1136.94,2602.52,595.57,1802.19,1168.79,1293.42,870.14,323.32,559.85,1253.77,375.25,1113.89,1313.1,1405.19,1051.86,1279.54,1362.33,993.89,1171.46,320.4,1293.21,1521.88,743.16,,2354.59,,,,,,,,,,,,,,,307.94,311.59,284.04,311.85,310.33,320.68,246.12,275.13,318.51,357.14,,401.34,276.3,316.6,394.13,474.36,310.83,298.5,305.32,314.3,305.96,308.61,306.27,313.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.05
2013-11-04,988.47,1014.09,16.65,997.95,1328.98,1585.32,1027.87,614.1,1137.87,2604.59,598.84,1815.53,1174.65,1301.37,873.64,326.47,565.44,1256.42,378.11,1125.31,1324.53,1417.72,1061.9,1281.24,1367.38,1008.25,1177.55,321.88,1297.2,1522.79,753.48,,2370.75,,,,,,,,,,,,,,,308.25,311.81,284.5,312.33,310.68,321.31,246.23,275.39,319.15,357.27,,401.52,276.29,316.58,394.32,474.67,311.35,299.06,305.87,314.58,306.43,308.94,306.52,314.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.11
2013-11-05,988.14,1013.76,16.75,996.55,1316.56,1573.1,1033.76,612.35,1142.93,2618.97,593.39,1810.07,1172.73,1297.97,872.49,325.96,565.33,1245.31,377.12,1119.86,1326.83,1420.28,1063.77,1268.56,1361.34,1010.24,1175.93,320.34,1296.19,1511.32,758.35,,2361.71,,,,,,,,,,,,,,,307.88,311.34,284.31,311.96,310.21,321.03,246.23,275.31,318.28,356.72,,400.83,276.17,316.58,393.95,473.23,310.89,298.78,305.5,314.53,306.1,308.68,306.2,314.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.05
2013-11-06,991.99,1017.72,16.98,993.46,1325.36,1580.9,1054.9,614.96,1142.98,2614.57,597.16,1817.58,1179.3,1304.96,879.54,327.06,568.08,1253.88,379.59,1129.6,1331.7,1425.7,1067.13,1277.11,1371.5,1008.04,1182.3,322.99,1303.02,1520.95,786.31,,2378.98,,,,,,,,,,,,,,,308.12,311.5,284.63,312.21,310.3,321.43,246.19,275.26,318.31,356.98,,401.15,276.22,316.59,394.2,473.82,311.28,299.17,305.89,314.87,306.43,308.91,306.54,315.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.04
2013-11-07,997.63,1023.53,17.03,993.62,1324.07,1593.81,1053.14,617.31,1156.73,2647.07,600.76,1824.52,1186.4,1310.46,888.05,328.79,556.46,1258.81,381.52,1134.84,1321.92,1414.88,1047.79,1276.23,1382.0,1011.27,1187.93,326.53,1309.51,1542.3,786.43,,2380.58,,,,,,,,,,,,,,,308.8,312.36,285.0,312.96,311.3,321.95,246.28,276.1,319.65,357.86,,402.28,276.33,316.63,394.79,476.17,312.04,300.0,306.69,315.0,307.13,309.4,306.99,316.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.09
2013-11-10,1000.63,1026.62,16.89,994.79,1323.5,1596.1,1046.13,618.4,1163.56,2663.16,603.19,1822.74,1191.22,1313.41,893.09,331.02,560.41,1259.78,381.89,1141.3,1322.85,1415.92,1053.55,1274.94,1386.82,1024.83,1192.96,327.49,1307.75,1547.29,774.47,,2388.63,,,,,,,,,,,,,,,308.28,311.66,284.8,312.35,310.36,321.66,246.24,275.4,318.52,357.26,,401.51,276.28,316.65,394.54,474.4,311.64,299.61,306.29,314.92,306.84,309.34,306.62,316.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.12
2013-11-11,1000.65,1026.66,16.75,992.74,1328.28,1624.29,1039.73,619.44,1161.46,2658.11,603.08,1813.69,1189.82,1311.55,894.09,331.83,563.61,1268.07,382.96,1136.49,1325.49,1418.95,1058.16,1278.51,1389.87,1035.43,1191.86,326.35,1303.14,1574.16,765.67,,2391.46,,,,,,,,,,,,,,,308.48,311.91,284.91,312.55,310.67,321.76,246.22,275.6,318.84,357.5,,401.81,276.32,316.66,394.62,475.1,311.68,299.81,306.42,315.1,306.99,309.53,306.68,316.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1
2013-11-12,1000.85,1026.87,16.78,993.08,1326.07,1617.81,1038.72,616.0,1167.82,2676.89,604.1,1796.25,1188.54,1309.07,892.35,332.97,571.17,1263.42,379.9,1140.05,1327.59,1421.24,1071.55,1276.8,1386.54,1029.35,1191.63,330.53,1287.86,1568.29,764.01,,2387.7,,,,,,,,,,,,,,,309.02,312.53,285.3,313.21,311.51,322.26,246.29,276.12,320.01,358.02,,402.49,276.33,316.66,394.94,476.54,312.15,299.94,306.71,315.47,307.27,309.81,306.84,316.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1
2013-11-13,998.94,1024.91,16.61,989.91,1322.73,1624.99,1051.31,613.12,1167.42,2677.77,599.39,1783.79,1185.48,1307.31,885.27,329.74,567.02,1262.89,377.93,1138.67,1325.74,1419.39,1062.24,1272.43,1387.12,1009.74,1188.21,328.65,1274.08,1575.66,782.11,,2383.48,,,,,,,,,,,,,,,309.43,313.03,285.56,313.64,312.07,322.57,246.24,276.59,320.59,358.54,,403.15,276.42,316.72,395.2,477.96,312.73,300.14,307.1,315.81,307.61,310.05,306.97,317.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.13
2013-11-14,1004.06,1030.2,16.6,986.88,1328.46,1641.09,1050.91,614.74,1173.17,2693.25,607.91,1809.82,1192.76,1315.86,888.93,327.78,555.96,1270.41,379.75,1140.01,1320.65,1413.88,1045.28,1276.53,1393.94,1008.53,1194.1,325.12,1296.87,1594.32,779.8,,2406.91,,,,,,,,,,,,,,,309.73,313.39,285.75,313.9,312.36,322.8,246.12,276.35,321.29,358.98,,403.71,276.48,316.79,395.45,479.13,312.8,300.35,307.24,316.05,307.81,310.36,307.18,317.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.17
2013-11-17,1011.08,1037.43,16.76,985.74,1335.17,1644.81,1061.24,617.81,1181.22,2709.52,615.44,1835.39,1202.76,1327.19,896.51,329.43,560.84,1274.77,382.47,1146.93,1332.75,1427.25,1055.79,1284.83,1400.22,1013.23,1204.0,327.59,1322.95,1592.58,788.03,,2426.56,,,,,,,,,,,,,,,310.59,313.96,287.03,315.26,313.48,324.44,246.7,277.36,322.34,359.15,,403.89,276.67,316.82,395.59,479.43,314.35,301.62,308.65,316.97,309.11,311.45,308.45,319.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.17
2013-11-18,1012.84,1039.26,16.06,988.47,1356.19,1647.03,1074.15,622.57,1185.43,2719.3,610.33,1796.06,1206.78,1334.14,894.89,327.85,561.17,1289.53,385.76,1154.38,1327.72,1421.81,1057.04,1307.99,1405.16,1006.0,1207.99,327.1,1294.79,1592.87,806.05,,2439.1,,,,,,,,,,,,,,,310.77,314.12,287.24,315.61,313.87,324.75,246.77,277.59,322.99,359.17,,403.93,276.63,316.79,395.8,479.37,314.51,301.72,308.78,316.7,309.31,311.81,308.69,319.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.2
2013-11-19,1014.79,1041.26,16.15,989.84,1353.02,1637.76,1074.06,621.11,1190.93,2733.04,615.15,1832.87,1205.34,1335.31,888.16,323.32,556.51,1282.89,383.77,1151.09,1331.17,1425.53,1051.7,1304.33,1402.59,982.36,1206.54,324.61,1319.84,1573.81,808.32,,2439.11,,,,,,,,,,,,,,,310.94,314.27,287.42,315.95,314.27,325.03,246.86,277.71,323.27,359.17,,403.91,276.68,316.88,395.73,479.33,314.38,301.91,308.81,316.49,309.43,312.1,309.0,319.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.24
2013-11-20,1026.47,1053.29,16.22,991.51,1353.98,1644.0,1071.86,619.7,1223.79,2822.12,619.37,1835.28,1213.43,1344.34,887.16,324.04,555.03,1281.86,381.67,1148.04,1336.03,1430.8,1049.21,1306.64,1400.2,985.62,1214.4,324.07,1317.63,1568.58,802.34,,2431.04,,,,,,,,,,,,,,,310.77,314.09,287.29,315.76,314.06,324.87,246.84,277.51,322.94,358.98,,403.67,276.66,316.86,395.74,478.73,314.23,301.61,308.59,316.06,309.19,311.84,308.7,319.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.22
2013-11-21,1024.4,1051.16,16.04,991.62,1348.57,1628.98,1056.36,613.49,1225.08,2830.97,614.88,1821.03,1212.9,1344.85,882.82,326.53,544.93,1277.33,375.81,1140.65,1325.81,1419.58,1032.56,1301.47,1393.46,994.26,1212.67,322.61,1303.35,1556.2,780.71,,2427.52,,,,,,,,,,,,,,,310.33,313.66,286.83,315.28,313.67,324.28,246.81,277.36,322.4,358.46,,402.98,276.65,316.9,395.45,477.22,313.72,301.1,308.07,315.6,308.69,311.35,308.29,318.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.25
2013-11-24,1029.18,1056.09,15.69,991.65,1366.29,1634.92,1066.89,614.3,1233.75,2855.11,616.36,1828.92,1220.36,1352.96,887.02,326.25,549.09,1289.28,375.38,1147.6,1327.26,1421.28,1038.55,1320.34,1399.01,990.89,1220.09,325.16,1312.67,1567.47,791.83,,2442.63,,,,,,,,,,,,,,,311.03,314.47,287.32,316.0,314.5,324.91,247.01,278.02,323.43,359.35,,404.11,276.84,316.91,396.08,479.51,314.11,301.74,308.59,315.91,309.13,311.66,308.57,319.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.27
2013-11-25,1027.72,1054.61,15.57,987.34,1369.54,1621.27,1053.08,615.92,1231.92,2849.38,615.6,1830.05,1217.45,1350.13,884.38,326.11,554.64,1289.27,377.28,1141.14,1328.33,1422.67,1046.53,1322.28,1394.8,986.83,1217.89,326.38,1312.96,1550.53,773.52,,2441.93,,,,,,,,,,,,,,,311.06,314.64,287.15,316.0,314.75,324.67,247.14,278.36,323.73,359.47,,404.25,276.92,316.92,396.26,479.7,314.01,301.58,308.45,315.88,308.94,311.35,308.46,318.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.28
2013-11-26,1023.24,1050.02,14.9,985.61,1375.41,1595.73,1038.75,617.08,1225.49,2833.85,608.25,1814.34,1213.57,1346.72,879.51,326.42,553.82,1286.17,378.87,1141.26,1320.45,1414.24,1041.41,1329.34,1390.83,977.99,1213.79,327.53,1300.56,1521.98,752.53,,2446.82,,,,,,,,,,,,,,,311.23,314.79,287.34,316.23,314.97,324.89,247.0,278.52,324.22,359.58,,404.39,276.91,316.87,396.34,480.01,314.27,301.92,308.76,316.22,309.18,311.47,308.72,318.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.26
2013-11-27,1025.54,1052.4,15.07,980.24,1371.3,1584.29,1041.61,614.82,1230.35,2841.28,611.15,1820.9,1215.98,1351.96,875.62,328.04,549.98,1282.5,376.85,1141.16,1320.6,1414.57,1034.56,1328.07,1384.42,988.89,1215.74,326.64,1299.71,1510.35,759.94,,2459.6,,,,,,,,,,,,,,,311.27,314.71,287.56,316.33,314.88,325.2,246.97,278.56,324.05,359.49,,404.29,276.86,316.93,396.35,479.71,314.41,302.29,309.01,316.31,309.4,311.6,309.0,318.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.28
2013-11-28,1025.47,1052.37,14.9,971.35,1381.53,1596.09,1046.78,617.02,1226.11,2828.58,610.88,1812.61,1219.1,1358.23,873.89,326.95,542.28,1291.58,378.49,1137.55,1315.97,1409.85,1020.34,1339.06,1388.11,975.47,1217.68,325.83,1288.72,1524.83,766.55,,2478.33,,,,,,,,,,,,,,,311.48,314.88,287.83,316.6,315.09,325.54,247.09,278.96,324.17,359.66,,404.53,276.77,316.98,396.48,480.16,314.71,302.53,309.29,316.45,309.67,311.88,309.15,319.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3
2013-12-01,1037.99,1065.28,14.95,970.65,1395.68,1619.24,1064.92,621.36,1239.92,2857.57,620.95,1836.44,1234.66,1377.79,882.42,331.45,546.6,1303.41,381.25,1153.54,1326.5,1421.48,1027.0,1353.04,1405.39,982.94,1233.02,330.43,1314.33,1539.72,789.31,,2516.12,,,,,,,,,,,,,,,311.98,315.4,288.29,317.21,315.75,326.11,247.2,279.51,324.99,360.12,,405.12,276.87,317.0,396.73,481.41,315.33,302.92,309.78,316.84,310.11,312.21,309.37,319.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3
2013-12-02,1034.99,1062.19,14.46,973.18,1379.52,1607.83,1068.7,621.37,1233.99,2844.07,624.32,1847.77,1229.72,1372.33,879.42,329.79,548.38,1291.56,380.68,1150.54,1326.85,1421.91,1027.54,1335.55,1403.92,983.79,1228.34,328.54,1316.46,1530.7,793.6,,2505.47,,,,,,,,,,,,,,,311.93,315.21,288.44,317.21,315.56,326.31,247.23,279.36,324.57,359.91,,404.82,276.95,316.95,396.61,480.79,315.41,302.83,309.78,316.78,310.17,312.39,309.33,320.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.33
2013-12-03,1030.04,1057.09,14.17,974.47,1368.95,1590.63,1055.85,618.62,1229.32,2832.09,624.36,1850.27,1222.48,1364.73,872.78,327.25,548.56,1274.43,379.32,1139.69,1322.21,1416.84,1025.57,1326.43,1395.06,979.46,1221.37,325.13,1320.57,1511.24,779.28,,2493.97,,,,,,,,,,,,,,,312.35,315.71,288.73,317.75,316.25,326.69,247.42,279.82,325.17,360.28,,405.31,276.94,316.95,396.93,481.74,315.91,303.22,310.22,317.0,310.61,312.83,309.76,320.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3
2013-12-04,1026.42,1053.35,14.21,977.08,1366.66,1560.46,1056.95,613.91,1224.58,2820.24,622.46,1852.29,1218.5,1363.86,863.21,326.07,542.99,1264.41,375.9,1130.17,1320.64,1414.98,1017.24,1325.2,1386.16,976.4,1217.08,323.09,1314.3,1478.03,784.85,,2488.56,,,,,,,,,,,,,,,312.17,315.47,288.67,317.59,315.99,326.64,247.57,279.57,324.75,360.01,,404.95,276.92,316.99,396.63,481.09,315.73,303.14,310.09,316.81,310.52,312.83,309.76,320.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.28
2013-12-05,1027.18,1054.14,14.1,976.11,1372.28,1564.25,1060.65,613.46,1222.33,2812.37,622.32,1849.77,1221.21,1368.3,863.25,328.02,540.56,1269.77,376.23,1134.48,1321.6,1416.12,1011.86,1331.24,1393.22,973.17,1219.23,325.65,1304.02,1483.17,790.6,,2502.82,,,,,,,,,,,,,,,311.86,315.04,288.54,317.28,315.55,326.45,247.59,279.33,323.88,359.52,,404.3,276.96,316.93,396.39,479.7,315.28,302.92,309.76,316.8,310.32,312.93,309.56,320.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3
2013-12-08,1028.37,1055.37,14.19,975.37,1384.66,1576.9,1061.1,617.48,1217.18,2796.8,617.71,1818.87,1224.64,1371.18,869.76,334.34,546.14,1279.42,378.59,1144.31,1323.59,1418.31,1022.28,1344.07,1401.33,1003.52,1223.1,328.43,1284.17,1495.24,786.28,,2519.17,,,,,,,,,,,,,,,312.0,315.1,288.8,317.44,315.56,326.77,247.69,279.33,323.97,359.68,,404.48,277.1,316.96,396.54,480.0,315.5,302.98,309.89,316.74,310.43,312.97,309.65,321.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3
2013-12-09,1023.79,1050.67,14.11,970.65,1387.96,1579.46,1054.19,620.37,1207.13,2768.35,611.78,1801.0,1220.17,1363.51,873.01,334.8,544.1,1280.75,379.32,1146.21,1321.04,1415.7,1019.37,1347.38,1401.91,1011.97,1218.67,328.39,1270.16,1497.07,772.84,,2510.09,,,,,,,,,,,,,,,312.37,315.58,288.98,317.77,316.01,326.97,247.88,279.43,324.69,360.25,,405.2,277.23,317.03,396.79,481.53,315.9,303.34,310.28,316.95,310.72,313.08,309.9,321.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.33
