Symbol,sector,description,total_return,total_volatility,total_sharpe,annual_return,annual_volatility,annual_sharpe,monthly_return,monthly_volatility,monthly_sharpe,forecast_return,forecast_volatility,forecast_sharpe
NOAH,US stocks,Noah Holdings Limited,,,,,,,,,,,,
NOC,US stocks,Northrop Grumman Corporation Common Stock,,,,,,,,,,,,
NODK,US stocks,NI Holdings Inc. Common Stock,,,,,,,,,,,,
NOG,US stocks,Northern Oil and Gas Inc. Common Stock,,,,,,,,,,,,
NOGN,US stocks,Nogin Inc. Common Stock,,,,,,,,,,,,
NOGNW,US stocks,Nogin Inc. Warrant ,,,,,,,,,,,,
NOK,US stocks,Nokia Corporation Sponsored American Depositary Shares,,,,,,,,,,,,
NOM,US stocks,Nuveen Missouri Quality Municipal Income Fund ,,,,,,,,,,,,
NOMD,US stocks,Nomad Foods Limited Ordinary Shares,,,,,,,,,,,,
NOTE,US stocks,FiscalNote Holdings Inc. Class A common stock,,,,,,,,,,,,
NOTV,US stocks,Inotiv Inc. Common Stock,,,,,,,,,,,,
NOV,US stocks,NOV Inc. Common Stock,,,,,,,,,,,,
NOVA,US stocks,Sunnova Energy International Inc. Common Stock,,,,,,,,,,,,
NOVT,US stocks,Novanta Inc. Common Stock,,,,,,,,,,,,
NOVV,US stocks,Nova Vision Acquisition Corp. Ordinary share,,,,,,,,,,,,
NOVVW,US stocks,Nova Vision Acquisition Corp. Warrant,,,,,,,,,,,,
NOW,US stocks,ServiceNow Inc. Common Stock,,,,,,,,,,,,
NPABW,US stocks,New Providence Acquisition Corp. II Warrant,,,,,,,,,,,,
NPCE,US stocks,Neuropace Inc. Common Stock,,,,,,,,,,,,
NPCT,US stocks,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,,,,,,,,,,,,
NPFD,US stocks,Nuveen Variable Rate Preferred & Income Fund Common Shares,,,,,,,,,,,,
NPK,US stocks,National Presto Industries Inc. Common Stock,,,,,,,,,,,,
NPO,US stocks,EnPro Industries Inc,,,,,,,,,,,,
NPV,US stocks,Nuveen Virginia Quality Municipal Income Fund Common Stock,,,,,,,,,,,,
NPWR,US stocks,NET Power Inc. Class A Common Stock,,,,,,,,,,,,
NQP,US stocks,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,,,,,,,,,,,,
NR,US stocks,Newpark Resources Inc. Common Stock,,,,,,,,,,,,
NRAC,US stocks,Northern Revival Acquisition Corporation Class A Ordinary Share,,,,,,,,,,,,
NRACU,US stocks,Northern Revival Acquisition Corporation Unit,,,,,,,,,,,,
NRACW,US stocks,Northern Revival Acquisition Corporation Warrant,,,,,,,,,,,,
NRBO,US stocks,NeuroBo Pharmaceuticals Inc. Common Stock,,,,,,,,,,,,
NRC,US stocks,National Research Corporation Common Stock (Delaware),,,,,,,,,,,,
NRDS,US stocks,NerdWallet Inc. Class A Common Stock,,,,,,,,,,,,
NRDY,US stocks,Nerdy Inc. Class A Common Stock,,,,,,,,,,,,
NREF,US stocks,NexPoint Real Estate Finance Inc. Common Stock,,,,,,,,,,,,
NREF^A,US stocks,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,,,,,,,,,,,
NRG,US stocks,NRG Energy Inc. Common Stock,,,,,,,,,,,,
NRGV,US stocks,Energy Vault Holdings Inc. Common Stock,,,,,,,,,,,,
NRGX,US stocks,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,,,,,,,,,,,,
NRIM,US stocks,Northrim BanCorp Inc Common Stock,,,,,,,,,,,,
NRIX,US stocks,Nurix Therapeutics Inc. Common stock,,,,,,,,,,,,
NRK,US stocks,Nuveen New York AMT-Free Quality Municipal Income Fund ,,,,,,,,,,,,
NRO,US stocks,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,,,,,,,,,,,,
NRP,US stocks,Natural Resource Partners LP Limited Partnership,,,,,,,,,,,,
NRSN,US stocks,NeuroSense Therapeutics Ltd. Ordinary Shares,,,,,,,,,,,,
NRSNW,US stocks,NeuroSense Therapeutics Ltd. Warrant,,,,,,,,,,,,
NRT,US stocks,North European Oil Royality Trust Common Stock,,,,,,,,,,,,
NRUC,US stocks,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),,,,,,,,,,,,
NRXP,US stocks,NRX Pharmaceuticals Inc. Common Stock,,,,,,,,,,,,
NRXPW,US stocks,NRX Pharmaceuticals Inc. Warrant,,,,,,,,,,,,
NS,US stocks,Nustar Energy L.P.  Common Units,,,,,,,,,,,,
NS^A,US stocks,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,,,,,,,,,,
NS^B,US stocks,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,,,,,,,,,,
NS^C,US stocks,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,,,,,,,,,,,
NSA,US stocks,National Storage Affiliates Trust Common Shares of Beneficial Interest,,,,,,,,,,,,
NSA^A,US stocks,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),,,,,,,,,,,,
NSC,US stocks,Norfolk Southern Corporation Common Stock,,,,,,,,,,,,
NSIT,US stocks,Insight Enterprises Inc. Common Stock,,,,,,,,,,,,
NSP,US stocks,Insperity Inc. Common Stock,,,,,,,,,,,,
NSPR,US stocks,InspireMD Inc. Common Stock,,,,,,,,,,,,
NSS,US stocks,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,,,,,,,,,,,,
NSSC,US stocks,NAPCO Security Technologies Inc. Common Stock,,,,,,,,,,,,
NSTB,US stocks,Northern Star Investment Corp. II Class A Common stock,,,,,,,,,,,,
NSTC,US stocks,Northern Star Investment Corp. III Class A Common Stock,,,,,,,,,,,,
NSTD,US stocks,Northern Star Investment Corp. IV Class A Common Stock,,,,,,,,,,,,
NSTG,US stocks,NanoString Technologies Inc. Common Stock,,,,,,,,,,,,
NSTS,US stocks,NSTS Bancorp Inc. Common Stock,,,,,,,,,,,,
NSYS,US stocks,Nortech Systems Incorporated Common Stock,,,,,,,,,,,,
NTAP,US stocks,NetApp Inc. Common Stock,,,,,,,,,,,,
NTB,US stocks,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,,,,,,,,,,,,
NTCO,US stocks,Natura &Co Holding S.A. American Depositary Shares ,,,,,,,,,,,,
NTCT,US stocks,NetScout Systems Inc. Common Stock,,,,,,,,,,,,
NTES,US stocks,NetEase Inc. American Depositary Shares,,,,,,,,,,,,
NTG,US stocks,Tortoise Midstream Energy Fund Inc. Common Stock,,,,,,,,,,,,
NTGR,US stocks,NETGEAR Inc. Common Stock,,,,,,,,,,,,
NTIC,US stocks,Northern Technologies International Corporation Common Stock,,,,,,,,,,,,
NTIP,US stocks,Network-1 Technologies Inc. Common Stock,,,,,,,,,,,,
NTLA,US stocks,Intellia Therapeutics Inc. Common Stock,,,,,,,,,,,,
NTNX,US stocks,Nutanix Inc. Class A Common Stock,,,,,,,,,,,,
NTR,US stocks,Nutrien Ltd. Common Shares,,,,,,,,,,,,
NTRA,US stocks,Natera Inc. Common Stock,,,,,,,,,,,,
NTRB,US stocks,Nutriband Inc. Common Stock,,,,,,,,,,,,
NTRBW,US stocks,Nutriband Inc. Warrant,,,,,,,,,,,,
NTRS,US stocks,Northern Trust Corporation Common Stock,,,,,,,,,,,,
NTRSO,US stocks,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,,,,,,,,,,,,
NTST,US stocks,NetSTREIT Corp. Common Stock,,,,,,,,,,,,
NTWK,US stocks,NetSol Technologies Inc. Common  Stock,,,,,,,,,,,,
NTZ,US stocks,Natuzzi S.p.A.,,,,,,,,,,,,
NU,US stocks,Nu Holdings Ltd. Class A Ordinary Shares,,,,,,,,,,,,
NUBI,US stocks,Nubia Brand International Corp. Class A Common Stock,,,,,,,,,,,,
NUE,US stocks,Nucor Corporation Common Stock,,,,,,,,,,,,
NURO,US stocks,NeuroMetrix Inc. Common Stock,,,,,,,,,,,,
NUS,US stocks,Nu Skin Enterprises Inc. Common Stock,,,,,,,,,,,,
NUTX,US stocks,Nutex Health Inc. Common Stock,,,,,,,,,,,,
NUV,US stocks,Nuveen Municipal Value Fund Inc. Common Stock,,,,,,,,,,,,
NUVA,US stocks,NuVasive Inc. Common Stock,,,,,,,,,,,,
NUVB,US stocks,Nuvation Bio Inc. Class A Common Stock,,,,,,,,,,,,
NUVL,US stocks,Nuvalent Inc. Class A Common Stock,,,,,,,,,,,,
NUW,US stocks,Nuveen AMT-Free Municipal Value Fund,,,,,,,,,,,,
NUWE,US stocks,Nuwellis Inc. Common Stock,,,,,,,,,,,,
NUZE,US stocks,NuZee Inc. Common Stock,,,,,,,,,,,,
NVAC,US stocks,NorthView Acquisition Corporation Common Stock,,,,,,,,,,,,
NVACR,US stocks,NorthView Acquisition Corporation Rights,,,,,,,,,,,,
NVACW,US stocks,NorthView Acquisition Corporation Warrant,,,,,,,,,,,,
NVAX,US stocks,Novavax Inc. Common Stock,,,,,,,,,,,,
NVCR,US stocks,NovoCure Limited Ordinary Shares,,,,,,,,,,,,
NVCT,US stocks,Nuvectis Pharma Inc. Common Stock,,,,,,,,,,,,
NVDA,US stocks,NVIDIA Corporation Common Stock,,,,,,,,,,,,
NVEC,US stocks,NVE Corporation Common Stock,,,,,,,,,,,,
NVEE,US stocks,NV5 Global Inc. Common Stock,,,,,,,,,,,,
NVEI,US stocks,Nuvei Corporation Subordinate Voting Shares,,,,,,,,,,,,
NVFY,US stocks,Nova Lifestyle Inc. Common Stock,,,,,,,,,,,,
NVG,US stocks,Nuveen AMT-Free Municipal Credit Income Fund ,,,,,,,,,,,,
NVGS,US stocks,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),,,,,,,,,,,,
NVIV,US stocks,InVivo Therapeutics Holdings Corp Common Stock,,,,,,,,,,,,
NVMI,US stocks,Nova Ltd. Ordinary Shares,,,,,,,,,,,,
NVNO,US stocks,enVVeno Medical Corporation Common Stock,,,,,,,,,,,,
NVO,US stocks,Novo Nordisk A/S Common Stock,,,,,,,,,,,,
NVOS,US stocks,Novo Integrated Sciences Inc. Common Stock,,,,,,,,,,,,
NVR,US stocks,NVR Inc. Common Stock,,,,,,,,,,,,
NVRI,US stocks,Enviri Corporation Common Stock,,,,,,,,,,,,
NVRO,US stocks,Nevro Corp. Common Stock,,,,,,,,,,,,
NVS,US stocks,Novartis AG Common Stock,,,,,,,,,,,,
NVST,US stocks,Envista Holdings Corporation Common Stock,,,,,,,,,,,,
NVT,US stocks,nVent Electric plc Ordinary Shares ,,,,,,,,,,,,
NVTA,US stocks,Invitae Corporation Common Stock,,,,,,,,,,,,
NVTS,US stocks,Navitas Semiconductor Corporation Common Stock,,,,,,,,,,,,
NVVE,US stocks,Nuvve Holding Corp. Common Stock,,,,,,,,,,,,
NVVEW,US stocks,Nuvve Holding Corp. Warrant,,,,,,,,,,,,
NVX,US stocks,NOVONIX Limited American Depository Shares,,,,,,,,,,,,
NWBI,US stocks,Northwest Bancshares Inc. Common Stock,,,,,,,,,,,,
NWE,US stocks,NorthWestern Corporation Common Stock,,,,,,,,,,,,
NWFL,US stocks,Norwood Financial Corp. Common Stock,,,,,,,,,,,,
NWG,US stocks,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),,,,,,,,,,,,
NWL,US stocks,Newell Brands Inc. Common Stock,,,,,,,,,,,,
NWLI,US stocks,National Western Life Group Inc. Class A Common Stock,,,,,,,,,,,,
NWN,US stocks,Northwest Natural Holding Company Common Stock,,,,,,,,,,,,
NWPX,US stocks,Northwest Pipe Company Common Stock,,,,,,,,,,,,
NWS,US stocks,News Corporation Class B Common Stock,,,,,,,,,,,,
NWSA,US stocks,News Corporation Class A Common Stock,,,,,,,,,,,,
NWTN,US stocks,NWTN Inc. Class B Ordinary Shares,,,,,,,,,,,,
NWTNW,US stocks,NWTN Inc. Warrant,,,,,,,,,,,,
NX,US stocks,Quanex Building Products Corporation Common Stock,,,,,,,,,,,,
NXC,US stocks,Nuveen California Select Tax-Free Income Portfolio Common Stock,,,,,,,,,,,,
NXDT,US stocks,NexPoint Diversified Real Estate Trust Common Stock,,,,,,,,,,,,
NXDT^A,US stocks,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),,,,,,,,,,,,
NXE,US stocks,Nexgen Energy Ltd. Common Shares,,,,,,,,,,,,
NXG,US stocks,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,,,,,,,,,,,
NXGL,US stocks,NexGel Inc Common Stock,,,,,,,,,,,,
NXGLW,US stocks,NexGel Inc Warrant,,,,,,,,,,,,
NXGN,US stocks,NextGen Healthcare Inc. Common Stock,,,,,,,,,,,,
NXJ,US stocks,Nuveen New Jersey Qualified Municipal Fund ,,,,,,,,,,,,
NXL,US stocks,Nexalin Technology Inc. Common Stock,,,,,,,,,,,,
NXN,US stocks,Nuveen New York Select Tax-Free Income Portfolio Common Stock,,,,,,,,,,,,
NXP,US stocks,Nuveen Select Tax Free Income Portfolio Common Stock,,,,,,,,,,,,
NXPI,US stocks,NXP Semiconductors N.V. Common Stock,,,,,,,,,,,,
NXPL,US stocks,NextPlat Corp Common Stock,,,,,,,,,,,,
NXPLW,US stocks,NextPlat Corp Warrants,,,,,,,,,,,,
NXRT,US stocks,NexPoint Residential Trust Inc. Common Stock,,,,,,,,,,,,
NXST,US stocks,Nexstar Media Group Inc. Common Stock,,,,,,,,,,,,
NXT,US stocks,Nextracker Inc. Class A Common Stock,,,,,,,,,,,,
NXTC,US stocks,NextCure Inc. Common Stock,,,,,,,,,,,,
NXTP,US stocks,NextPlay Technologies Inc. Common Stock,,,,,,,,,,,,
NXU,US stocks,Nxu Inc. Class A Common Stock,,,,,,,,,,,,
NYAX,US stocks,Nayax Ltd. Ordinary Shares,,,,,,,,,,,,
NYC,US stocks,American Strategic Investment Co. Class A Common Stock,,,,,,,,,,,,
NYCB,US stocks,New York Community Bancorp Inc. Common Stock,,,,,,,,,,,,
NYCB^A,US stocks,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,,,,,,,,,,,,
NYCB^U,US stocks,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),,,,,,,,,,,,
NYMT,US stocks,New York Mortgage Trust Inc. Common Stock,,,,,,,,,,,,
NYMTL,US stocks,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,,,,,,,,,,,,
NYMTM,US stocks,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,
NYMTN,US stocks,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,
NYMTZ,US stocks,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,,,,,,,,,,,,
NYT,US stocks,New York Times Company (The) Common Stock,,,,,,,,,,,,
NYXH,US stocks,Nyxoah SA Ordinary Shares,,,,,,,,,,,,
NZF,US stocks,Nuveen Municipal Credit Income Fund ,,,,,,,,,,,,
O,US stocks,Realty Income Corporation Common Stock,,,,,,,,,,,,
OABI,US stocks,OmniAb Inc. Common Stock,,,,,,,,,,,,
OABIW,US stocks,OmniAb Inc. Warrant,,,,,,,,,,,,
OAK^A,US stocks,Oaktree Capital Group LLC 6.625% Series A Preferred units,,,,,,,,,,,,
OAK^B,US stocks,Oaktree Capital Group LLC 6.550% Series B Preferred Units,,,,,,,,,,,,
OAKU,US stocks,Oak Woods Acquisition Corporation Class A Ordinary Shares,,,,,,,,,,,,
OAKUW,US stocks,Oak Woods Acquisition Corporation Warrant,,,,,,,,,,,,
OB,US stocks,Outbrain Inc. Common Stock,,,,,,,,,,,,
OBDC,US stocks,Blue Owl Capital Corporation Common Stock,,,,,,,,,,,,
OBE,US stocks,Obsidian Energy Ltd. Common Shares,,,,,,,,,,,,
OBIO,US stocks,Orchestra BioMed Holdings Inc. Ordinary Shares,,,,,,,,,,,,
OBK,US stocks,Origin Bancorp Inc. Common Stock,,,,,,,,,,,,
OBLG,US stocks,Oblong Inc. Common Stock,,,,,,,,,,,,
OBT,US stocks,Orange County Bancorp Inc. Common Stock,,,,,,,,,,,,
OC,US stocks,Owens Corning Inc Common Stock New,,,,,,,,,,,,
OCAX,US stocks,OCA Acquisition Corp. Class A Common Stock,,,,,,,,,,,,
OCAXW,US stocks,OCA Acquisition Corp. Warrant,,,,,,,,,,,,
OCC,US stocks,Optical Cable Corporation Common Stock,,,,,,,,,,,,
OCCI,US stocks,OFS Credit Company Inc. Common Stock,,,,,,,,,,,,
OCCIN,US stocks,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,,,,,,,,,,,,
OCCIO,US stocks,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,,,,,,,,,,,,
OCEA,US stocks,Ocean Biomedical Inc. Common Stock,,,,,,,,,,,,
OCEAW,US stocks,Ocean Biomediacal Inc. Warrants,,,,,,,,,,,,
OCFC,US stocks,OceanFirst Financial Corp. Common Stock,,,,,,,,,,,,
OCFCP,US stocks,OceanFirst Financial Corp. Depositary Shares,,,,,,,,,,,,
OCFT,US stocks,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares,,,,,,,,,,,,
OCG,US stocks,Oriental Culture Holding LTD Ordinary Shares,,,,,,,,,,,,
OCGN,US stocks,Ocugen Inc. Common Stock,,,,,,,,,,,,
OCN,US stocks,Ocwen Financial Corporation NEW Common Stock,,,,,,,,,,,,
OCS,US stocks,Oculis Holding AG Ordinary shares,,,,,,,,,,,,
OCSAW,US stocks,Oculis Holding AG Warrants,,,,,,,,,,,,
OCSL,US stocks,Oaktree Specialty Lending Corporation Common Stock,,,,,,,,,,,,
OCTO,US stocks,Eightco Holdings Inc. Common Stock,,,,,,,,,,,,
OCUL,US stocks,Ocular Therapeutix Inc. Common Stock,,,,,,,,,,,,
OCUP,US stocks,Ocuphire Pharma Inc. Common Stock,,,,,,,,,,,,
OCX,US stocks,Oncocyte Corporation Common Stock,,,,,,,,,,,,
ODC,US stocks,Oil-Dri Corporation Of America Common Stock,,,,,,,,,,,,
ODD,US stocks,ODDITY Tech Ltd. Class A Ordinary Shares,,,,,,,,,,,,
ODFL,US stocks,Old Dominion Freight Line Inc. Common Stock,,,,,,,,,,,,
ODP,US stocks,The ODP Corporation Common Stock,,,,,,,,,,,,
ODV,US stocks,Osisko Development Corp. Common Shares,,,,,,,,,,,,
ODVWW,US stocks,Osisko Development Corp. Warrant,,,,,,,,,,,,
OEC,US stocks,Orion S.A. Common Shares,,,,,,,,,,,,
OESX,US stocks,Orion Energy Systems Inc. Common Stock,,,,,,,,,,,,
OFC,US stocks,Corporate Office Properties Trust Common Stock,,,,,,,,,,,,
OFG,US stocks,OFG Bancorp Common Stock,,,,,,,,,,,,
OFIX,US stocks,Orthofix Medical Inc. Common Stock (DE),,,,,,,,,,,,
OFLX,US stocks,Omega Flex Inc. Common Stock,,,,,,,,,,,,
OFS,US stocks,OFS Capital Corporation Common Stock,,,,,,,,,,,,
OFSSH,US stocks,OFS Capital Corporation 4.95% Notes due 2028,,,,,,,,,,,,
OGE,US stocks,OGE Energy Corp Common Stock,,,,,,,,,,,,
OGEN,US stocks,Oragenics Inc. Common Stock,,,,,,,,,,,,
OGI,US stocks,Organigram Holdings Inc. Common Shares,,,,,,,,,,,,
OGN,US stocks,Organon & Co. Common Stock ,,,,,,,,,,,,
OGS,US stocks,ONE Gas Inc. Common Stock,,,,,,,,,,,,
OHAA,US stocks,OPY Acquisition Corp. I Class A Common Stock,,,,,,,,,,,,
OHAAW,US stocks,OPY Acquisition Corp. I Warrant,,,,,,,,,,,,
OHI,US stocks,Omega Healthcare Investors Inc. Common Stock,,,,,,,,,,,,
OI,US stocks,O-I Glass Inc. Common Stock,,,,,,,,,,,,
OIA,US stocks,Invesco Municipal Income Opportunities Trust Common Stock,,,,,,,,,,,,
OIG,US stocks,Orbital Infrastructure Group Inc. Common Stock,,,,,,,,,,,,
OII,US stocks,Oceaneering International Inc. Common Stock,,,,,,,,,,,,
OIS,US stocks,Oil States International Inc. Common Stock,,,,,,,,,,,,
OKE,US stocks,ONEOK Inc. Common Stock,,,,,,,,,,,,
OKTA,US stocks,Okta Inc. Class A Common Stock,,,,,,,,,,,,
OKYO,US stocks,OKYO Pharma Limited Ordinary Shares,,,,,,,,,,,,
OLB,US stocks,The OLB Group Inc. Common Stock,,,,,,,,,,,,
OLED,US stocks,Universal Display Corporation Common Stock,,,,,,,,,,,,
OLIT,US stocks,OmniLit Acquisition Corp. Class A Common Stock,,,,,,,,,,,,
OLK,US stocks,Olink Holding AB (publ) American Depositary Shares,,,,,,,,,,,,
OLLI,US stocks,Ollie's Bargain Outlet Holdings Inc. Common Stock,,,,,,,,,,,,
OLMA,US stocks,Olema Pharmaceuticals Inc. Common Stock,,,,,,,,,,,,
OLN,US stocks,Olin Corporation Common Stock,,,,,,,,,,,,
OLO,US stocks,Olo Inc. Class A Common Stock,,,,,,,,,,,,
OLP,US stocks,One Liberty Properties Inc. Common Stock,,,,,,,,,,,,
OLPX,US stocks,Olaplex Holdings Inc. Common Stock,,,,,,,,,,,,
OM,US stocks,Outset Medical Inc. Common Stock,,,,,,,,,,,,
OMAB,US stocks,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,,,,,,,,,,,,
OMC,US stocks,Omnicom Group Inc. Common Stock,,,,,,,,,,,,
OMCL,US stocks,Omnicell Inc. Common Stock ($0.001 par value),,,,,,,,,,,,
OMER,US stocks,Omeros Corporation Common Stock,,,,,,,,,,,,
OMEX,US stocks,Odyssey Marine Exploration Inc. Common Stock,,,,,,,,,,,,
OMF,US stocks,OneMain Holdings Inc. Common Stock,,,,,,,,,,,,
OMGA,US stocks,Omega Therapeutics Inc. Common Stock,,,,,,,,,,,,
OMH,US stocks,Ohmyhome Limited Ordinary Shares,,,,,,,,,,,,
OMI,US stocks,Owens & Minor Inc. Common Stock,,,,,,,,,,,,
OMIC,US stocks,Singular Genomics Systems Inc. Common Stock,,,,,,,,,,,,
OMQS,US stocks,OMNIQ Corp. Common Stock,,,,,,,,,,,,
ON,US stocks,ON Semiconductor Corporation Common Stock,,,,,,,,,,,,
ONB,US stocks,Old National Bancorp Common Stock,,,,,,,,,,,,
ONBPO,US stocks,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,,,,,,,,,,,,
ONBPP,US stocks,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,,,,,,,,,,,,
ONCT,US stocks,Oncternal Therapeutics Inc. Common Stock,,,,,,,,,,,,
ONCY,US stocks,Oncolytics Biotech Inc. Common Shares,,,,,,,,,,,,
ONDS,US stocks,Ondas Holdings Inc. Common Stock,,,,,,,,,,,,
ONEW,US stocks,OneWater Marine Inc. Class A Common Stock,,,,,,,,,,,,
ONFO,US stocks,Onfolio Holdings Inc. Common Stock,,,,,,,,,,,,
ONFOW,US stocks,Onfolio Holdings Inc. Warrant,,,,,,,,,,,,
ONL,US stocks,Orion Office REIT Inc. Common Stock,,,,,,,,,,,,
ONON,US stocks,On Holding AG Class A Ordinary Shares,,,,,,,,,,,,
ONTF,US stocks,ON24 Inc. Common Stock,,,,,,,,,,,,
ONTO,US stocks,Onto Innovation Inc. Common Stock,,,,,,,,,,,,
ONTX,US stocks,Onconova Therapeutics Inc. Common Stock,,,,,,,,,,,,
ONVO,US stocks,Organovo Holdings Inc. Common Stock,,,,,,,,,,,,
ONYX,US stocks,Onyx Acquisition Co. I Class A Ordinary Shares,,,,,,,,,,,,
OOMA,US stocks,Ooma Inc. Common Stock,,,,,,,,,,,,
OP,US stocks,OceanPal Inc. Common Stock,,,,,,,,,,,,
OPA,US stocks,Magnum Opus Acquisition Limited Class A Ordinary Shares,,,,,,,,,,,,
OPAD,US stocks,Offerpad Solutions Inc. Class A Common Stock,,,,,,,,,,,,
OPAL,US stocks,OPAL Fuels Inc. Class A Common Stock,,,,,,,,,,,,
OPBK,US stocks,OP Bancorp Common Stock,,,,,,,,,,,,
OPCH,US stocks,Option Care Health Inc. Common Stock,,,,,,,,,,,,
OPEN,US stocks,Opendoor Technologies Inc Common Stock,,,,,,,,,,,,
OPFI,US stocks,OppFi Inc. Class A Common Stock,,,,,,,,,,,,
OPGN,US stocks,OpGen Inc. Common Stock,,,,,,,,,,,,
OPHC,US stocks,OptimumBank Holdings Inc. Common Stock,,,,,,,,,,,,
OPI,US stocks,Office Properties Income Trust Common Shares of Beneficial Interest,,,,,,,,,,,,
OPINL,US stocks,Office Properties Income Trust 6.375% Senior Notes due 2050,,,,,,,,,,,,
OPK,US stocks,OPKO Health Inc. Common Stock,,,,,,,,,,,,
OPOF,US stocks,Old Point Financial Corporation Common Stock,,,,,,,,,,,,
OPP,US stocks,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock,,,,,,,,,,,,
OPP^A,US stocks,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock,,,,,,,,,,,,
OPP^B,US stocks,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock,,,,,,,,,,,,
OPRA,US stocks,Opera Limited American Depositary Shares,,,,,,,,,,,,
OPRT,US stocks,Oportun Financial Corporation Common Stock,,,,,,,,,,,,
OPRX,US stocks,OptimizeRx Corporation Common Stock,,,,,,,,,,,,
OPT,US stocks,Opthea Limited American Depositary Shares,,,,,,,,,,,,
OPTN,US stocks,OptiNose Inc. Common Stock,,,,,,,,,,,,
OPTT,US stocks,Ocean Power Technologies Inc. Common Stock,,,,,,,,,,,,
OPXS,US stocks,Optex Systems Holdings Inc. Common Stock,,,,,,,,,,,,
OPY,US stocks,Oppenheimer Holdings Inc. Class A Common Stock (DE),,,,,,,,,,,,
OR,US stocks,Osisko Gold Royalties Ltd Common Shares,,,,,,,,,,,,
ORA,US stocks,Ormat Technologies Inc. Common Stock,,,,,,,,,,,,
ORAN,US stocks,Orange,,,,,,,,,,,,
ORC,US stocks,Orchid Island Capital Inc. Common Stock,,,,,,,,,,,,
ORCL,US stocks,Oracle Corporation Common Stock,,,,,,,,,,,,
ORGN,US stocks,Origin Materials Inc. Common Stock,,,,,,,,,,,,
ORGNW,US stocks,Origin Materials Inc. Warrants,,,,,,,,,,,,
ORGO,US stocks,Organogenesis Holdings Inc. Class A Common Stock,,,,,,,,,,,,
ORGS,US stocks,Orgenesis Inc. Common Stock,,,,,,,,,,,,
ORI,US stocks,Old Republic International Corporation Common Stock,,,,,,,,,,,,
ORIC,US stocks,Oric Pharmaceuticals Inc. Common Stock,,,,,,,,,,,,
ORLA,US stocks,Orla Mining Ltd. Common Shares,,,,,,,,,,,,
ORLY,US stocks,O'Reilly Automotive Inc. Common Stock,,,,,,,,,,,,
ORMP,US stocks,Oramed Pharmaceuticals Inc. Common Stock,,,,,,,,,,,,
ORN,US stocks,Orion Group Holdings Inc. Common,,,,,,,,,,,,
ORRF,US stocks,Orrstown Financial Services Inc Common Stock,,,,,,,,,,,,
ORTX,US stocks,Orchard Therapeutics plc American Depositary Shares,,,,,,,,,,,,
