,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2014-02-09,1286.27,289.41,312.64,361.19,246.9,483.71,277.39,322.65,,,,,,13520.0,4355.0,5624.0,,,,,,
2014-02-10,1286.09,289.48,312.68,361.27,246.88,483.84,277.53,322.81,30.764537811279297,48.54690170288086,222.81431579589844,80.7065658569336,98.87263488769531,13590.0,4395.0,5600.0,,22.348081588745117,18.521881103515625,73.26673126220703,8.99109935760498,6.205212593078613
2014-02-11,1292.93,289.8,312.66,360.97,246.84,483.09,277.52,323.46,31.140684127807617,49.20478439331055,225.9540557861328,81.62576293945312,98.87263488769531,13850.0,4450.0,5579.0,,22.616615295410156,18.66225242614746,73.63745880126953,8.99109935760498,6.253096103668213
2014-02-12,1280.87,289.85,312.49,360.73,246.86,482.52,277.44,323.72,31.263132095336914,49.20478439331055,227.8651123046875,81.78205871582031,98.86363983154297,13930.0,4466.0,5495.0,,22.5271053314209,18.322399139404297,73.28987884521484,8.97972297668457,6.253096103668213
2014-02-13,1278.6,290.05,312.77,361.13,247.02,483.45,277.42,324.26,31.490571975708008,49.555091857910156,231.072998046875,82.38871765136719,98.87263488769531,13730.0,4424.0,5516.0,,22.556941986083984,18.691808700561523,73.73014068603516,8.99109935760498,6.277031421661377
2014-02-14,,,,,,,,,31.55179786682129,49.734519958496094,232.91595458984375,82.55416870117188,98.86363983154297,,,,,22.407758712768555,18.5883731842041,73.97730255126953,8.99678897857666,6.281821250915527
2014-02-16,1277.59,290.26,313.15,362.04,246.24,485.64,277.55,324.63,,,,,,13850.0,4375.0,5502.0,,,,,,
2014-02-17,1279.4,290.46,313.45,362.34,246.05,486.41,277.56,325.01,,,,,,13930.0,4362.0,5503.0,,,,,,
2014-02-18,1281.21,290.27,313.45,362.65,245.82,487.33,277.52,324.93,31.569297790527344,50.19588088989258,236.43101501464844,82.95861053466797,98.86363983154297,13920.0,4322.0,5517.0,,22.445049285888672,18.255905151367188,74.16265106201172,9.002472877502441,6.30576229095459
2014-02-19,1273.8,290.34,313.68,363.15,246.14,488.79,277.54,324.83,31.464330673217773,49.888309478759766,234.62225341796875,82.38871765136719,98.86363983154297,13670.0,4285.0,5524.0,,22.27349090576172,18.21897315979004,73.79967498779297,9.025224685668945,6.2749176025390625
2014-02-20,1272.82,290.21,313.35,362.78,246.08,487.85,277.49,324.65,31.569297790527344,50.34113693237305,235.13418579101562,82.7747802734375,98.86363983154297,13700.0,4290.0,5500.0,,22.333166122436523,18.351951599121094,73.95413208007812,9.025224685668945,6.318289279937744
2014-02-21,,,,,,,,,31.44683074951172,50.247154235839844,235.47543334960938,82.66448211669922,98.86363983154297,,,,,22.30332374572754,18.477556228637695,74.4947738647461,9.036596298217773,6.308651924133301
2014-02-23,1272.01,290.28,313.49,362.95,246.08,488.36,277.52,324.82,,,,,,13760.0,4261.0,5475.0,,,,,,
2014-02-24,1255.43,290.52,313.48,362.96,246.09,488.3,277.65,325.24,31.569297790527344,50.62308883666992,241.41354370117188,83.10570526123047,98.86363983154297,13810.0,4339.0,5509.0,,22.646451950073242,18.21897315979004,74.53339385986328,9.008162498474121,6.337571144104004
2014-02-25,1267.35,291.06,314.28,364.05,246.22,490.63,277.96,326.19,31.4818115234375,50.494930267333984,239.67312622070312,83.01378631591797,98.87263488769531,13770.0,4290.0,5476.0,,22.788177490234375,18.004711151123047,74.62609100341797,9.030911445617676,6.313473701477051
2014-02-26,1272.49,291.04,314.47,364.51,246.21,491.9,277.99,326.18,31.50806999206543,50.494930267333984,236.1578826904297,82.94023895263672,98.87263488769531,13940.0,4316.0,5514.0,,23.220821380615234,16.534494400024414,74.062255859375,9.030911445617676,6.303833961486816
2014-02-27,1283.07,291.17,314.77,365.08,246.27,493.57,278.06,326.34,31.76172637939453,50.7854118347168,236.02146911621094,83.47838592529297,98.87263488769531,14260.0,4300.0,5533.0,,23.54903221130371,17.243745803833008,74.062255859375,9.047972679138184,6.323111057281494
2014-02-28,,,,,,,,,31.796730041503906,50.7854118347168,237.83016967773438,83.38607788085938,98.88153839111328,,,,,23.466978073120117,16.83740234375,74.11680603027344,9.053653717041016,6.356847763061523
2014-03-02,1276.0,291.59,315.22,365.37,246.23,494.32,278.16,327.21,,,,,,14140.0,4309.0,5525.0,,,,,,
2014-03-03,1271.35,292.01,315.48,365.3,246.2,494.08,278.16,327.89,31.45556640625,50.409481048583984,236.94281005859375,82.76763153076172,98.86363983154297,14060.0,4310.0,5490.0,,23.09401512145996,18.034265518188477,73.47026824951172,9.079388618469238,6.294196605682373
2014-03-04,1272.49,292.14,315.47,364.87,246.29,492.74,278.16,328.01,31.86670684814453,51.366416931152344,241.34523010253906,83.81990051269531,98.86363983154297,14460.0,4330.0,5527.0,,23.54903221130371,18.152477264404297,73.98438262939453,9.096538543701172,6.342390060424805
2014-03-05,1280.04,292.16,315.45,364.71,246.33,491.9,278.26,328.16,31.91044807434082,51.23824691772461,238.58102416992188,84.05064392089844,98.87263488769531,14330.0,4330.0,5587.0,,23.96674919128418,17.694416046142578,74.0155258178711,9.067952156066895,6.347209453582764
2014-03-06,1276.45,292.56,315.71,364.89,246.36,492.14,278.33,328.6,31.954179763793945,50.9221305847168,239.5023651123047,83.97681427001953,98.87263488769531,14270.0,4325.0,5615.0,,23.646005630493164,17.694416046142578,74.45171356201172,9.073667526245117,6.366488933563232
2014-03-07,,,,,,,,,31.857954025268555,50.79396438598633,239.67312622070312,83.56144714355469,98.86363983154297,,,,,24.533660888671875,17.4727725982666,74.38941955566406,9.045082092285156,6.366488933563232
2014-03-09,1280.32,293.01,315.97,364.99,246.38,492.32,278.13,329.28,,,,,,14360.0,4340.0,5644.0,,,,,,
2014-03-10,1282.05,293.56,316.51,365.56,246.37,493.97,278.1,330.27,31.805479049682617,51.007564544677734,238.0691680908203,83.6352767944336,98.87263488769531,14270.0,4337.0,5690.0,,24.8320255279541,17.50971794128418,74.15572357177734,9.039363861083984,6.347209453582764
2014-03-11,1289.71,293.88,316.8,365.72,246.44,494.56,278.17,330.69,31.73550033569336,50.9050407409668,233.0524139404297,83.2752914428711,98.86363983154297,14230.0,4331.0,5670.0,,24.339719772338867,17.457998275756836,76.9443588256836,9.079388618469238,6.332754611968994
2014-03-12,1295.22,294.33,317.35,366.25,246.58,496.24,278.16,330.99,31.787982940673828,50.896488189697266,234.62225341796875,83.589111328125,98.86363983154297,14260.0,4318.0,5641.0,,24.51128387451172,17.371809005737305,76.88983917236328,9.050797462463379,6.366488933563232
2014-03-13,1299.47,294.61,317.54,366.42,246.58,496.51,278.29,331.3,31.359359741210938,50.204437255859375,232.1651153564453,82.40766906738281,98.86363983154297,14050.0,4350.0,5660.0,,24.001876831054688,17.29750633239746,75.84605407714844,9.056516647338867,6.313473701477051
2014-03-14,,,,,,,,,31.166913986206055,49.931026458740234,235.1000213623047,81.84461975097656,98.87263488769531,,,,,24.79594612121582,17.28264617919922,76.00962829589844,9.113691329956055,6.313473701477051
2014-03-17,1295.91,294.74,317.96,366.95,246.77,498.07,278.31,331.08,31.534299850463867,50.418033599853516,235.16831970214844,82.5645751953125,98.88153839111328,14240.0,4409.0,5734.0,,24.923297882080078,17.76561164855957,76.02519989013672,9.113691329956055,6.361664772033691
2014-03-18,1303.97,294.99,317.97,366.89,246.79,497.82,278.23,331.36,31.945436477661133,50.95629119873047,239.60479736328125,83.56144714355469,98.87263488769531,14580.0,4455.0,5755.0,,24.893335342407227,18.196556091308594,75.79930114746094,9.096538543701172,6.390584945678711
2014-03-19,1311.75,295.05,318.1,367.05,246.73,498.03,278.22,331.45,31.81421661376953,50.80250549316406,237.79608154296875,83.10913848876953,98.88153839111328,14540.0,4487.0,5755.0,,24.96824836730957,18.129682540893555,74.85678100585938,9.085100173950195,6.361664772033691
2014-03-20,1309.53,294.61,317.54,366.43,246.62,496.37,278.33,330.81,32.059146881103516,50.80250549316406,239.77540588378906,83.33992767333984,98.88153839111328,14540.0,4500.0,5750.0,,24.99820899963379,18.6646671295166,75.24625396728516,9.027926445007324,6.369430065155029
2014-03-21,,,,,,,,,31.898380279541016,49.88085174560547,240.82171630859375,82.33706665039062,98.88153839111328,,,,,24.938276290893555,18.790979385375977,74.36604309082031,9.016493797302246,6.354875564575195
2014-03-23,1321.28,294.8,317.91,366.87,246.69,497.61,278.38,330.99,,,,,,14660.0,4590.0,5817.0,,,,,,
2014-03-24,1322.81,294.83,317.89,366.75,246.7,497.51,278.45,330.76,31.872039794921875,49.32356262207031,239.35137939453125,81.61546325683594,98.88153839111328,14530.0,4625.0,5775.0,,24.855884552001953,18.954442977905273,74.91908264160156,9.016493797302246,6.340319633483887
2014-03-25,1334.42,294.92,318.03,367.04,246.65,498.67,278.6,330.79,32.065303802490234,49.76081848144531,240.7533721923828,81.88374328613281,98.88153839111328,14610.0,4657.0,5841.0,,24.885848999023438,18.508628845214844,74.70878601074219,9.016493797302246,6.350024223327637
2014-03-26,1345.48,294.56,317.75,366.88,246.61,498.22,278.65,330.55,31.678762435913086,49.77798080444336,237.33401489257812,80.82911682128906,98.87263488769531,14680.0,4715.0,5873.0,,24.691070556640625,18.67209243774414,74.65425109863281,9.010773658752441,6.330622673034668
2014-03-27,1354.15,294.0,317.37,366.67,246.68,497.73,278.66,329.97,31.56455421447754,49.6665153503418,241.09535217285156,80.37580108642578,98.89054107666016,14700.0,4780.0,5775.0,,24.698566436767578,18.768686294555664,74.90353393554688,9.022210121154785,6.306364059448242
2014-03-28,,,,,,,,,31.687545776367188,49.477901458740234,244.95912170410156,80.5330581665039,98.89054107666016,,,,,24.406402587890625,18.976736068725586,75.74479675292969,8.999338150024414,6.320918083190918
2014-03-30,1344.2,293.91,317.3,366.5,246.8,497.31,278.66,329.99,,,,,,15320.0,4738.0,5788.0,,,,,,
2014-03-31,1336.35,293.84,316.95,365.98,246.87,495.83,278.62,329.84,31.933521270751953,50.146629333496094,245.6087188720703,81.10664367675781,98.89054107666016,15450.0,4767.0,5768.0,,24.90831756591797,19.47455596923828,76.36017608642578,8.999338150024414,6.340319633483887
2014-04-01,1341.56,293.83,316.86,365.8,246.89,495.26,278.61,330.11,32.311283111572266,50.46385192871094,247.01068115234375,82.53132629394531,98.88153839111328,15540.0,4704.0,5839.0,,25.16301727294922,19.92036247253418,76.25888061523438,9.019460678100586,6.369430065155029
2014-04-02,1341.86,293.46,316.39,365.15,246.94,493.17,278.54,329.67,32.32884979248047,50.68675994873047,249.9854278564453,82.744140625,98.89054107666016,15310.0,4635.0,5844.0,,25.39524269104004,19.853492736816406,76.01741790771484,9.071196556091309,6.354875564575195
2014-04-03,1355.08,293.75,316.76,365.54,247.01,494.3,278.58,329.85,32.17072296142578,50.575321197509766,251.21633911132812,82.08729553222656,98.89948272705078,15360.0,4645.0,5779.0,,25.784793853759766,19.690031051635742,76.07195281982422,9.09993839263916,6.364577293395996
2014-04-04,,,,,,,,,31.555767059326172,49.73509979248047,248.9254913330078,79.90397644042969,98.89948272705078,,,,,25.4177188873291,19.504274368286133,76.23553466796875,9.12868595123291,6.354875564575195
2014-04-06,1362.82,294.14,317.32,366.33,246.98,496.19,278.61,330.25,,,,,,15210.0,4675.0,5816.0,,,,,,
2014-04-07,1365.37,294.28,317.45,366.52,246.98,496.73,278.57,330.56,31.309795379638672,49.237823486328125,243.4203338623047,79.14533233642578,98.88153839111328,15220.0,4610.0,5846.0,,25.03566551208496,19.51913833618164,75.5656509399414,9.145929336547852,6.267556190490723
2014-04-08,1365.51,294.65,317.76,366.69,246.87,497.32,278.57,331.47,31.590904235839844,48.83487319946289,248.07073974609375,79.87620544433594,98.89948272705078,15190.0,4550.0,5811.0,,25.21546173095703,19.57857894897461,76.39910125732422,9.12293529510498,6.272407054901123
2014-04-09,1368.58,295.08,317.74,366.28,246.79,496.19,278.51,332.51,32.01259231567383,49.88085174560547,250.42999267578125,81.24542236328125,98.89054107666016,15530.0,4603.0,5833.0,,26.83356285095215,19.682601928710938,76.60941314697266,9.157425880432129,6.330622673034668
2014-04-10,1355.32,295.42,318.2,367.04,246.8,498.17,278.59,332.96,31.274648666381836,48.21759033203125,247.1132049560547,78.72903442382812,98.89054107666016,15670.0,4640.0,5780.0,,26.234264373779297,19.504274368286133,77.45069122314453,9.151673316955566,6.272407054901123
2014-04-11,,,,,,,,,30.923248291015625,47.76318359375,245.3351593017578,77.81314086914062,98.89054107666016,,,,,26.249252319335938,19.42254638671875,77.34162139892578,9.18616771697998,6.204493999481201
2014-04-13,1344.85,294.98,318.3,367.56,246.86,499.5,278.66,331.08,,,,,,15560.0,4627.0,5769.0,,,,,,
2014-04-14,,,,,,,,,31.230735778808594,48.02896499633789,250.56675720214844,78.42373657226562,98.88153839111328,,,,,26.601327896118164,19.533998489379883,77.98036193847656,9.197667121887207,6.257853031158447
2014-04-15,,,,,,,,,31.388858795166016,48.54338073730469,254.73826599121094,78.68278503417969,98.89054107666016,,,,,26.668752670288086,19.59344482421875,78.54120635986328,9.209163665771484,6.286961078643799
2014-04-16,1354.34,295.56,318.54,367.35,247.07,499.05,278.66,332.61,31.69634246826172,48.7834358215332,258.97821044921875,79.72816467285156,98.89054107666016,15720.0,4627.0,5851.0,,26.616310119628906,19.60830307006836,78.54120635986328,9.220659255981445,6.340319633483887
2014-04-17,1345.75,295.86,318.86,367.5,247.16,499.44,278.68,333.07,31.652406692504883,48.77487564086914,262.807861328125,79.74669647216797,98.88153839111328,15650.0,4601.0,5775.0,,26.691225051879883,19.890644073486328,78.08942413330078,9.168929100036621,6.350024223327637
2014-04-21,,,,,,,,,31.775394439697266,49.357852935791016,264.3465576171875,80.33879089355469,98.88153839111328,,,,,26.668752670288086,19.59344482421875,77.63764190673828,9.16317367553711,6.372488975524902
2014-04-22,1345.94,295.74,318.33,366.64,247.17,496.97,278.73,333.17,31.907180786132812,49.89799499511719,263.7653503417969,80.97711181640625,98.88153839111328,15730.0,4686.0,5745.0,,26.631301879882812,20.031816482543945,77.364990234375,9.180420875549316,6.382250785827637
2014-04-23,1353.85,295.95,318.61,367.0,247.26,498.02,278.73,333.62,31.56455421447754,49.64937973022461,265.5775146484375,80.26476287841797,98.88153839111328,15370.0,4623.0,5691.0,,26.601327896118164,19.838634490966797,77.21698760986328,9.174675941467285,6.3773722648620605
2014-04-24,1357.37,296.05,318.68,366.99,247.32,498.04,278.72,333.8,31.810531616210938,49.57221603393555,266.50067138671875,81.03262329101562,98.88153839111328,15380.0,4610.0,5740.0,,26.691225051879883,19.66774559020996,77.7700424194336,9.191916465759277,6.396903991699219
2014-04-25,,,,,,,,,31.406435012817383,49.20354461669922,261.64532470703125,79.7374267578125,98.88153839111328,,,,,26.616310119628906,19.548852920532227,78.46331787109375,9.197667121887207,6.362720489501953
2014-04-27,1358.05,296.19,318.88,367.2,247.4,498.69,278.69,334.05,,,,,,15120.0,4592.0,5757.0,,,,,,
2014-04-28,1354.69,296.09,318.66,366.96,247.27,498.16,278.69,333.69,31.705114364624023,49.49504470825195,261.0982360839844,79.99649810791016,98.88153839111328,15130.0,4615.0,5687.0,,26.6387882232666,19.59344482421875,78.13616180419922,9.180420875549316,6.343184947967529
2014-04-29,1357.75,296.11,318.56,366.89,247.24,498.1,278.72,333.72,31.92474937438965,49.78654098510742,264.5174865722656,80.63484191894531,98.89054107666016,15000.0,4599.0,5680.0,,26.78112030029297,19.638019561767578,79.06307983398438,9.145929336547852,6.372488975524902
2014-04-30,1345.32,296.21,318.89,367.38,247.2,499.3,278.78,333.91,32.02137756347656,49.829410552978516,265.3723449707031,80.84759521484375,98.89054107666016,15020.0,4624.0,5582.0,,26.653766632080078,20.202714920043945,78.96961975097656,9.16317367553711,6.392019271850586
2014-05-01,1347.81,296.65,319.4,368.02,247.27,501.09,278.83,334.64,32.056514739990234,49.94087219238281,262.5001220703125,81.08812713623047,98.89054107666016,14900.0,4587.0,5607.0,,26.653766632080078,20.433055877685547,78.64246368408203,9.194962501525879,6.3871378898620605
2014-05-02,,,,,,,,,31.96866798400879,49.51219177246094,264.24395751953125,80.94007873535156,98.89054107666016,,,,,26.66126251220703,20.076404571533203,79.00856018066406,9.2180814743042,6.406668663024902
2014-05-04,1339.98,297.11,319.78,368.37,247.38,502.06,278.9,335.51,,,,,,15040.0,4555.0,5600.0,,,,,,
2014-05-05,,,,,,,,,32.135581970214844,49.837989807128906,263.6284484863281,81.36566925048828,98.89054107666016,,,,,26.541400909423828,20.232437133789062,78.78266143798828,9.171843528747559,6.411553859710693
2014-05-06,,,,,,,,,31.775394439697266,49.40073013305664,262.6026306152344,80.31104278564453,98.88153839111328,,,,,26.44401741027832,20.373613357543945,78.63470458984375,9.18340015411377,6.401784896850586
2014-05-07,1351.66,297.16,319.91,368.7,247.34,503.09,278.85,335.17,31.792966842651367,49.53791046142578,262.84197998046875,80.07974243164062,98.89054107666016,14580.0,4566.0,5585.0,,26.309173583984375,20.499921798706055,79.42141723632812,9.177626609802246,6.406668663024902
2014-05-08,1360.26,297.61,320.48,369.36,247.39,504.84,278.84,335.75,31.88080406188965,49.272132873535156,254.9777069091797,80.00572204589844,98.88153839111328,13600.0,4631.0,5657.0,,26.226774215698242,20.150707244873047,79.41361999511719,9.18340015411377,6.382250785827637
2014-05-09,,,,,,,,,31.91596031188965,49.57221603393555,254.5331268310547,80.30177307128906,98.89054107666016,,,,,26.541400909423828,20.076404571533203,80.17698669433594,9.18918228149414,6.3871378898620605
2014-05-11,1383.27,297.84,320.82,369.76,247.29,505.99,278.9,336.24,,,,,,13330.0,4640.0,5690.0,,,,,,
2014-05-12,1383.13,297.76,320.51,369.34,247.19,505.36,278.88,336.25,32.34642028808594,50.07805252075195,256.96087646484375,81.6247329711914,98.88153839111328,13400.0,4662.0,5738.0,,24.466339111328125,20.36618423461914,80.1224594116211,9.229636192321777,6.426202774047852
2014-05-13,1388.16,297.84,320.59,369.35,247.2,505.71,278.85,336.11,32.36399459838867,50.15521240234375,259.18341064453125,81.68021392822266,98.89054107666016,13610.0,4710.0,5763.0,,23.252758026123047,20.31416893005371,80.64437103271484,9.2180814743042,6.435966491699219
2014-05-14,1376.1,298.23,321.3,370.15,247.2,507.99,278.85,336.72,32.21464538574219,50.18949890136719,256.482177734375,81.25464630126953,98.89054107666016,13450.0,4700.0,5784.0,,22.660951614379883,20.165565490722656,80.25489044189453,9.241196632385254,6.445734024047852
2014-05-15,1373.36,298.93,321.97,370.8,247.12,509.79,278.88,337.74,32.02137756347656,49.68366241455078,253.88351440429688,80.6163101196289,98.88153839111328,13210.0,4712.0,5715.0,,22.421234130859375,19.883211135864258,79.842041015625,9.235418319702148,6.411553859710693
2014-05-16,,,,,,,,,32.22343063354492,49.855140686035156,253.74667358398438,81.14366149902344,98.89054107666016,,,,,22.44369888305664,19.93522834777832,80.340576171875,9.229636192321777,6.470150470733643
2014-05-18,1385.02,299.32,322.62,372.28,245.83,513.41,278.84,338.55,,,,,,13200.0,4728.0,5778.0,,,,,,
2014-05-19,1385.12,299.44,322.88,372.79,245.7,514.87,278.82,338.61,32.43427658081055,50.16377639770508,256.14013671875,81.70800018310547,98.89054107666016,13330.0,4710.0,5779.0,,22.41373634338379,19.808910369873047,79.5226821899414,9.264311790466309,6.475032329559326
2014-05-20,1388.44,299.18,322.89,372.93,245.68,515.4,278.82,338.33,32.249786376953125,49.846553802490234,254.1912078857422,81.41192626953125,98.88153839111328,13420.0,4667.0,5789.0,,22.11408805847168,19.467121124267578,79.08648681640625,9.252756118774414,6.484799861907959
2014-05-21,1373.35,299.19,323.11,373.33,245.77,516.77,278.86,338.49,32.46940231323242,50.26666259765625,258.5337219238281,82.18901824951172,98.89054107666016,13430.0,4610.0,5751.0,,22.3463134765625,19.49684715270996,79.88878631591797,9.287430763244629,6.522154808044434
2014-05-22,1371.1,299.04,322.98,373.25,245.67,516.48,278.88,338.45,32.53091049194336,50.56673049926758,257.7472229003906,82.54985046386719,98.88153839111328,13380.0,4563.0,5643.0,,22.421234130859375,19.75690269470215,79.80310821533203,9.304769515991211,6.5663886070251465
2014-05-23,,,,,,,,,32.80324172973633,50.59244918823242,255.66146850585938,83.15119171142578,98.89948272705078,,,,,22.645967483520508,19.97981071472168,79.45258331298828,9.293209075927734,6.586049556732178
2014-05-25,1381.18,298.94,322.94,373.36,245.62,516.71,278.96,338.43,,,,,,13720.0,4588.0,5634.0,,,,,,
2014-05-26,1379.78,298.4,322.3,372.59,245.53,514.83,278.9,337.9,,,,,,13800.0,4614.0,5657.0,,,,,,
2014-05-27,1367.19,298.08,322.03,372.48,245.49,514.43,278.9,337.61,33.084373474121094,50.866825103759766,258.4310607910156,84.18730926513672,98.89054107666016,13750.0,4669.0,5636.0,,23.207809448242188,19.883211135864258,79.73299407958984,9.270092010498047,6.6106181144714355
2014-05-28,1363.62,298.35,322.77,373.24,245.61,516.82,278.82,338.15,32.99651336669922,50.7210578918457,261.3718566894531,83.92829132080078,98.89054107666016,13730.0,4641.0,5663.0,,22.953109741210938,19.838634490966797,78.90730285644531,9.270092010498047,6.5909600257873535
2014-05-29,1356.15,298.42,323.06,373.68,245.54,518.23,278.84,338.27,33.18978500366211,51.124019622802734,266.1244812011719,84.46489715576172,98.88153839111328,13500.0,4711.0,5696.0,,22.923145294189453,20.202714920043945,79.57475280761719,9.264311790466309,6.6106181144714355
2014-05-30,,,,,,,,,33.22492599487305,51.261192321777344,263.42333984375,84.4741439819336,98.89054107666016,,,,,23.237775802612305,20.589080810546875,79.64543914794922,9.252756118774414,6.630281448364258
2014-06-01,1358.02,297.97,322.78,373.64,245.5,518.26,278.83,337.66,,,,,,13730.0,4688.0,5723.0,,,,,,
2014-06-02,1358.62,297.66,322.56,373.32,245.54,517.33,278.9,337.07,33.17220687866211,51.32978820800781,260.44854736328125,84.39087677001953,98.89054107666016,13790.0,4670.0,5580.0,,23.237775802612305,20.135845184326172,80.11656951904297,9.20918083190918,6.66960334777832
2014-06-03,,,,,,,,,33.11949920654297,51.42409133911133,262.2950134277344,84.35386657714844,98.88153839111328,,,,,22.930631637573242,20.046682357788086,79.66112518310547,9.151077270507812,6.664690017700195
2014-06-04,,,,,,,,,33.18100357055664,51.56984329223633,263.0129699707031,84.66841888427734,98.88153839111328,,,,,22.89318084716797,19.77176284790039,80.43850708007812,9.069735527038574,6.664690017700195
2014-06-05,1370.39,297.26,322.25,373.06,245.54,516.41,278.94,336.13,33.400630950927734,51.62986373901367,265.303955078125,85.38076782226562,98.88153839111328,13790.0,4550.0,5533.0,,23.37261390686035,19.890644073486328,80.44637298583984,9.098786354064941,6.694176197052002
2014-06-06,,,,,,,,,33.54997253417969,51.57841110229492,267.08197021484375,85.87108612060547,98.89054107666016,,,,,24.08428955078125,19.660314559936523,80.06159210205078,9.145263671875,6.689263820648193
2014-06-08,1378.52,297.49,322.73,373.74,245.52,518.5,278.91,336.54,,,,,,13730.0,4623.0,5580.0,,,,,,
2014-06-09,1382.41,297.49,322.68,373.7,245.58,518.48,278.89,336.31,33.655391693115234,51.312644958496094,267.93682861328125,85.80632019042969,98.89054107666016,13830.0,4571.0,5571.0,,24.331491470336914,19.586009979248047,79.60617065429688,9.133641242980957,6.6597747802734375
2014-06-10,1370.86,297.44,322.6,373.66,245.66,518.34,278.82,336.31,33.6729621887207,51.48411178588867,266.569091796875,85.9543685913086,98.88153839111328,14170.0,4561.0,5535.0,,23.7097225189209,19.586009979248047,79.21349334716797,9.145263671875,6.66960334777832
2014-06-11,1357.55,297.52,322.59,373.58,245.67,518.04,278.85,336.38,33.593894958496094,51.42409133911133,269.20196533203125,85.93585968017578,98.88153839111328,14040.0,4559.0,5514.0,,23.447525024414062,19.170778274536133,78.85234069824219,9.133641242980957,6.6745171546936035
2014-06-12,1360.03,297.61,322.99,374.19,245.6,519.86,278.83,336.76,33.30398941040039,51.16688537597656,272.7922058105469,85.15872192382812,98.88153839111328,13810.0,4558.0,5517.0,,23.19920539855957,18.83470344543457,78.33409881591797,9.151077270507812,6.649940490722656
2014-06-13,,,,,,,,,33.49725341796875,51.124019622802734,275.9380187988281,85.40852355957031,98.89054107666016,,,,,22.86811065673828,18.931800842285156,78.90728759765625,9.127830505371094,6.694176197052002
2014-06-15,1348.02,297.73,323.27,374.69,245.56,521.47,278.8,336.9,,,,,,14000.0,4527.0,5500.0,,,,,,
2014-06-16,1343.67,297.12,322.59,374.04,245.52,519.86,278.77,336.34,33.49725341796875,51.226898193359375,276.6561279296875,85.48253631591797,98.89054107666016,14000.0,4569.0,5551.0,,23.0712833404541,18.909391403198242,79.38629150390625,9.20918083190918,6.694176197052002
2014-06-17,1343.27,296.93,322.1,373.44,245.62,518.26,278.8,336.3,33.57632827758789,51.201168060302734,277.1347351074219,85.52880096435547,98.87263488769531,14060.0,4565.0,5566.0,,23.25940704345703,19.103565216064453,79.519775390625,9.244038581848145,6.718747138977051
2014-06-18,1353.11,297.21,322.39,373.62,245.77,518.61,278.81,336.46,33.75202560424805,51.61271286010742,280.1095886230469,86.00984954833984,98.87263488769531,14110.0,4526.0,5546.0,,23.605560302734375,19.41722297668457,79.58260345458984,9.226613998413086,6.762986183166504
2014-06-19,1360.14,297.75,323.08,374.35,245.65,520.88,278.82,337.26,33.690521240234375,51.784183502197266,282.9475402832031,85.9543685913086,98.88153839111328,14070.0,4540.0,5562.0,,24.034467697143555,19.409757614135742,80.02234649658203,9.273093223571777,6.775845527648926
2014-06-20,,,,,,,,,33.61639404296875,52.21963882446289,285.38690185546875,86.05543518066406,98.87263488769531,,,,,24.041994094848633,19.237993240356445,80.0301742553711,9.20918083190918,6.76100492477417
2014-06-22,1366.0,297.63,323.01,374.26,245.42,520.72,278.77,337.06,,,,,,14010.0,4552.0,5571.0,,,,,,
2014-06-23,1363.84,297.35,322.7,373.87,245.37,520.08,278.7,336.88,33.71347427368164,52.02170944213867,285.9008483886719,86.07402801513672,98.88153839111328,14060.0,4520.0,5578.0,,23.327131271362305,19.036348342895508,80.02234649658203,9.203369140625,6.76100492477417
2014-06-24,1370.97,297.17,322.77,373.95,245.58,520.6,278.66,336.73,33.536964416503906,52.056121826171875,274.9032897949219,85.99053955078125,98.88153839111328,14020.0,4500.0,5560.0,,22.913259506225586,18.931800842285156,79.67682647705078,9.191749572753906,6.7857346534729
2014-06-25,1365.55,297.06,323.01,374.43,245.52,522.03,278.65,336.4,33.66933822631836,52.624107360839844,279.28857421875,86.53781127929688,98.88153839111328,13830.0,4484.0,5524.0,,22.740192413330078,19.327608108520508,79.7867660522461,9.203369140625,6.790685176849365
2014-06-26,1350.54,296.74,323.18,374.94,245.44,523.78,278.76,335.44,33.63404083251953,52.69294738769531,278.6033630371094,86.5842056274414,98.89054107666016,13650.0,4455.0,5466.0,,22.88316535949707,19.26786231994629,79.70823669433594,9.220797538757324,6.820357799530029
2014-06-27,,,,,,,,,33.837032318115234,52.555267333984375,279.9052734375,86.96454620361328,98.89054107666016,,,,,23.29703140258789,19.41722297668457,79.66899108886719,9.232418060302734,6.8253068923950195
2014-06-29,1359.89,296.23,323.0,374.85,245.47,523.65,278.76,334.35,,,,,,13900.0,4449.0,5453.0,,,,,,
2014-06-30,1351.44,295.29,322.5,374.57,245.61,522.85,279.07,332.21,33.845848083496094,52.34870910644531,281.89239501953125,87.11296081542969,98.89054107666016,14020.0,4438.0,5508.0,,23.3873291015625,19.4993839263916,79.10362243652344,9.214986801147461,6.800576686859131
